timestamp,gender,age,country,highest level of edu,profession,comorbid,infected,closest covid case,primary source of news ,preferred sm platform,sm activity,covid19 stats,preferred healthcare sys,belief in vaccination,predicted end
04-08-2020 18:48,Female,36,India,Master’s degree,Non-healthcare related profession,Yes,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,5,I check every day,Ayurveda,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 18:48,Male,45,India,Master’s degree,Non-healthcare related profession,Yes,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,4,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 18:49,Female,59,India,Doctorate degree,Non-healthcare related profession,Yes,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,4,I check once every few days,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 18:49,Female,45,India,Bachelor’s degree,Currently not working,Yes,No,Do not personally know anyone who has been infected,Television,Whatsapp,4,I don't pay attention to numbers,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 18:49,Female,38,India,Professional degree,Currently not working,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,3,I check once every few days,Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 18:49,Female,43,India,Bachelor’s degree,Currently not working,No,No,Family member but different household,Television,Whatsapp,3,I check every day,Allopathy,3,The virus will mutate and become mild or harmless in the next few months
04-08-2020 18:50,Male,38,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Social Media,Facebook,4,I check every day,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 18:50,Male,40,India,Bachelor’s degree,Non-healthcare related profession,No,No,Family member but different household,News apps/ Internet,Whatsapp,4,I check once a while (weekly/bi-weekly),Home Remedies,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 18:50,Female,42,India,Professional degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Newspaper,Whatsapp,5,I check every day,Allopathy,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 18:50,Female,22,India,Professional degree,Currently not working,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Instagram,5,I don't pay attention to numbers,Home Remedies,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 18:50,Male,55,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,4,I check once every few days,Allopathy,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 18:50,Female,45,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Twitter,5,I check once a while (weekly/bi-weekly),Home Remedies,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 18:50,Female,46,India,Professional degree,Non-healthcare related profession,No,No,Family member residing in the same household,News apps/ Internet,Whatsapp,2,I check once every few days,Allopathy,3,The virus will mutate and become mild or harmless in the next few months
04-08-2020 18:50,Female,54,India,Professional degree,Non-healthcare related profession,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Whatsapp,1,I don't pay attention to numbers,Home Remedies,2,The virus will mutate and become mild or harmless in the next few months
04-08-2020 18:50,Male,54,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,5,I don't pay attention to numbers,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 18:51,Male,20,India,"High school graduate, diploma or the equivalent",Currently not working,No,No,Family member but different household,News apps/ Internet,Instagram,5,I check once every few days,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 18:51,Female,34,India,Bachelor’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Other,3,I don't pay attention to numbers,Home Remedies,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 18:51,Female,32,India,Master’s degree,Currently not working,No,No,Family member residing in the same household,News apps/ Internet,Other,5,I check once every few days,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 18:51,Female,30,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,2,I check once every few days,Allopathy,4,The virus will mutate and become mild or harmless in the next few months
04-08-2020 18:51,Female,35,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Social Media,Whatsapp,5,I am keeping track of real time Covid-19 data,Home Remedies,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 18:51,Male,44,India,Master’s degree,Non-healthcare related profession,No,No,Colleague,Other,Other,3,I check every day,Home Remedies,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 18:52,Female,54,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,2,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 18:52,Female,41,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Facebook,3,I check once every few days,Home Remedies,3,The virus will mutate and become mild or harmless in the next few months
04-08-2020 18:52,Male,56,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,3,I check once every few days,Allopathy,4,The virus will mutate and become mild or harmless in the next few months
04-08-2020 18:52,Male,58,India,"High school graduate, diploma or the equivalent",Currently not working,No,No,Do not personally know anyone who has been infected,Television,Facebook,5,I don't pay attention to numbers,Home Remedies,4,The virus will mutate and become mild or harmless in the next few months
04-08-2020 18:52,Female,24,India,Bachelor’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Instagram,3,I check once a while (weekly/bi-weekly),Ayurveda,3,The virus will mutate and become mild or harmless in the next few months
04-08-2020 18:52,Female,54,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,2,I don't pay attention to numbers,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 18:53,Female,56,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Social Media,Whatsapp,5,I check once a while (weekly/bi-weekly),Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 18:53,Female,38,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 18:54,Female,49,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Twitter,3,I am keeping track of real time Covid-19 data,Homeopathy,3,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 18:54,Female,46,India,Master’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,5,I don't pay attention to numbers,Home Remedies,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 18:54,Male,67,India,Professional degree,Currently not working,Yes,No,Family member but different household,News apps/ Internet,Other,3,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 18:54,Female,32,India,"High school graduate, diploma or the equivalent",Currently not working,No,No,Do not personally know anyone who has been infected,Television,Facebook,4,I check every day,Homeopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 18:54,Female,24,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Instagram,3,I check once a while (weekly/bi-weekly),Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 18:54,Female,39,India,Master’s degree,Non-healthcare related profession,Yes,No,Family member residing in the same household,News apps/ Internet,Other,5,I don't pay attention to numbers,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 18:54,Male,37,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 18:54,Female,40,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Twitter,2,I check every day,Allopathy,4,An effective vaccine will be widely available within 4-6 months
